STATE/UT,Year,CAUSE,Total Male,Total Female,Total
PUNJAB,2009,Service (Private),54,7,61
PUNJAB,2009,Public Sector Undertaking,6,2,8
PUNJAB,2009,Student,29,26,55
PUNJAB,2009,Unemployed,43,5,48
PUNJAB,2009,Self-employed (Business activity),51,2,53
PUNJAB,2009,Professional Activity,31,1,32
PUNJAB,2009,Farming/Agriculture Activity,93,4,97
PUNJAB,2009,Others (Please Specify),176,9,185
PUNJAB,2009,Retired Person,12,8,20
PUNJAB,2009,Others (Please Specify),125,18,143
PUNJAB,2009,Total,635,212,847
PUNJAB,2009,Total Salaried,75,9,84
PUNJAB,2009,Total Self-employed,351,16,367
PUNJAB,2010,House Wife,0,130,130
PUNJAB,2010,Service (Government),21,2,23
PUNJAB,2010,Service (Private),82,1,83
PUNJAB,2010,Public Sector Undertaking,0,0,0
PUNJAB,2010,Student,31,24,55
PUNJAB,2010,Unemployed,59,8,67
PUNJAB,2010,Self-employed (Business activity),41,0,41
PUNJAB,2010,Professional Activity,21,0,21
PUNJAB,2010,Farming/Agriculture Activity,80,0,80
PUNJAB,2010,Others (Please Specify),239,14,253
PUNJAB,2010,Retired Person,8,0,8
PUNJAB,2010,Others (Please Specify),137,22,159
PUNJAB,2010,Total,719,201,920
PUNJAB,2010,Total Salaried,103,3,106
PUNJAB,2010,Total Self-employed,381,14,395
PUNJAB,2011,House Wife,0,148,148
PUNJAB,2011,Service (Government),43,0,43
PUNJAB,2011,Service (Private),148,6,154
PUNJAB,2011,Public Sector Undertaking,8,8,16
PUNJAB,2011,Student,21,17,38
PUNJAB,2011,Unemployed,94,6,100
PUNJAB,2011,Self-employed (Business activity),31,0,31
PUNJAB,2011,Professional Activity,17,0,17
PUNJAB,2011,Farming/Agriculture Activity,94,4,98
PUNJAB,2011,Others (Please Specify),144,12,156
PUNJAB,2011,Retired Person,9,0,9
PUNJAB,2011,Others (Please Specify),146,10,156
PUNJAB,2011,Total,755,211,966
PUNJAB,2011,Total Salaried,199,14,213
PUNJAB,2011,Total Self-employed,286,16,302
PUNJAB,2012,House Wife,0,173,173
PUNJAB,2012,Service (Government),13,1,14
PUNJAB,2012,Service (Private),169,12,181
PUNJAB,2012,Public Sector Undertaking,13,4,17
PUNJAB,2012,Student,30,27,57
PUNJAB,2012,Unemployed,83,7,90
PUNJAB,2012,Self-employed (Business activity),39,0,39
PUNJAB,2012,Professional Activity,25,0,25
PUNJAB,2012,Farming/Agriculture Activity,75,0,75
PUNJAB,2012,Others (Please Specify),243,13,256
PUNJAB,2012,Retired Person,7,1,8
PUNJAB,2012,Others (Please Specify),87,8,95
PUNJAB,2012,Total,784,246,1030
PUNJAB,2012,Total Salaried,195,17,212
PUNJAB,2012,Total Self-employed,382,13,395
RAJASTHAN,2001,House Wife,0,783,783
RAJASTHAN,2001,Service (Government),59,3,62
RAJASTHAN,2001,Service (Private),218,27,245
RAJASTHAN,2001,Public Sector Undertaking,72,11,83
RAJASTHAN,2001,Student,121,83,204
RAJASTHAN,2001,Unemployed,179,21,200
RAJASTHAN,2001,Self-employed (Business activity),143,11,154
RAJASTHAN,2001,Professional Activity,40,0,40
RAJASTHAN,2001,Farming/Agriculture Activity,424,81,505
RAJASTHAN,2001,Others (Please Specify),381,131,512
RAJASTHAN,2001,Retired Person,8,0,8
RAJASTHAN,2001,Others (Please Specify),314,85,399
RAJASTHAN,2001,Total,1959,1236,3195
RAJASTHAN,2001,Total Salaried,349,41,390
RAJASTHAN,2001,Total Self-employed,988,223,1211
RAJASTHAN,2002,House Wife,0,767,767
RAJASTHAN,2002,Service (Government),62,2,64
RAJASTHAN,2002,Service (Private),221,30,251
RAJASTHAN,2002,Public Sector Undertaking,59,8,67
RAJASTHAN,2002,Student,87,52,139
RAJASTHAN,2002,Unemployed,128,16,144
RAJASTHAN,2002,Self-employed (Business activity),120,5,125
RAJASTHAN,2002,Professional Activity,25,1,26
RAJASTHAN,2002,Farming/Agriculture Activity,493,94,587
RAJASTHAN,2002,Others (Please Specify),443,91,534
RAJASTHAN,2002,Retired Person,17,2,19
RAJASTHAN,2002,Others (Please Specify),437,88,525
RAJASTHAN,2002,Total,2092,1156,3248
RAJASTHAN,2002,Total Salaried,342,40,382
RAJASTHAN,2002,Total Self-employed,1081,191,1272
RAJASTHAN,2003,House Wife,0,938,938
RAJASTHAN,2003,Service (Government),42,3,45
RAJASTHAN,2003,Service (Private),258,27,285
RAJASTHAN,2003,Public Sector Undertaking,73,18,91
RAJASTHAN,2003,Student,138,67,205
RAJASTHAN,2003,Unemployed,158,3,161
RAJASTHAN,2003,Self-employed (Business activity),140,0,140
RAJASTHAN,2003,Professional Activity,46,0,46
RAJASTHAN,2003,Farming/Agriculture Activity,562,74,636
RAJASTHAN,2003,Others (Please Specify),599,73,672
RAJASTHAN,2003,Retired Person,18,0,18
RAJASTHAN,2003,Others (Please Specify),355,69,424
RAJASTHAN,2003,Total,2389,1272,3661
RAJASTHAN,2003,Total Salaried,373,48,421
RAJASTHAN,2003,Total Self-employed,1347,147,1494
RAJASTHAN,2004,House Wife,0,868,868
RAJASTHAN,2004,Service (Government),24,2,26
RAJASTHAN,2004,Service (Private),278,24,302
RAJASTHAN,2004,Public Sector Undertaking,37,4,41
RAJASTHAN,2004,Student,98,49,147
RAJASTHAN,2004,Unemployed,182,5,187
RAJASTHAN,2004,Self-employed (Business activity),109,4,113
RAJASTHAN,2004,Professional Activity,32,0,32
RAJASTHAN,2004,Farming/Agriculture Activity,675,74,749
RAJASTHAN,2004,Others (Please Specify),471,84,555
RAJASTHAN,2004,Retired Person,2,0,2
RAJASTHAN,2004,Others (Please Specify),578,125,703
RAJASTHAN,2004,Total,2486,1239,3725
RAJASTHAN,2004,Total Salaried,339,30,369
RAJASTHAN,2004,Total Self-employed,1287,162,1449
RAJASTHAN,2005,House Wife,0,1100,1100
RAJASTHAN,2005,Service (Government),38,0,38
RAJASTHAN,2005,Service (Private),275,11,286
RAJASTHAN,2005,Public Sector Undertaking,30,4,34
RAJASTHAN,2005,Student,75,37,112
RAJASTHAN,2005,Unemployed,100,2,102
RAJASTHAN,2005,Self-employed (Business activity),120,0,120
RAJASTHAN,2005,Professional Activity,27,0,27
RAJASTHAN,2005,Farming/Agriculture Activity,436,25,461
RAJASTHAN,2005,Others (Please Specify),538,49,587
RAJASTHAN,2005,Retired Person,4,0,4
RAJASTHAN,2005,Others (Please Specify),1215,92,1307
RAJASTHAN,2005,Total,2858,1320,4178
RAJASTHAN,2005,Total Salaried,343,15,358
RAJASTHAN,2005,Total Self-employed,1121,74,1195
RAJASTHAN,2006,House Wife,0,1093,1093
RAJASTHAN,2006,Service (Government),40,0,40
RAJASTHAN,2006,Service (Private),338,11,349
RAJASTHAN,2006,Public Sector Undertaking,29,4,33
RAJASTHAN,2006,Student,70,64,134
RAJASTHAN,2006,Unemployed,97,0,97
RAJASTHAN,2006,Self-employed (Business activity),171,5,176
RAJASTHAN,2006,Professional Activity,19,0,19
RAJASTHAN,2006,Farming/Agriculture Activity,356,39,395
RAJASTHAN,2006,Others (Please Specify),705,55,760
RAJASTHAN,2006,Retired Person,2,1,3
RAJASTHAN,2006,Others (Please Specify),1083,81,1164
RAJASTHAN,2006,Total,2910,1353,4263
RAJASTHAN,2006,Total Salaried,407,15,422
RAJASTHAN,2006,Total Self-employed,1251,99,1350
RAJASTHAN,2007,House Wife,0,1023,1023
RAJASTHAN,2007,Service (Government),39,29,68
RAJASTHAN,2007,Service (Private),341,10,351
RAJASTHAN,2007,Public Sector Undertaking,24,5,29
RAJASTHAN,2007,Student,115,70,185
RAJASTHAN,2007,Unemployed,157,5,162
RAJASTHAN,2007,Self-employed (Business activity),279,0,279
RAJASTHAN,2007,Professional Activity,36,3,39
RAJASTHAN,2007,Farming/Agriculture Activity,589,29,618
RAJASTHAN,2007,Others (Please Specify),757,41,798
RAJASTHAN,2007,Retired Person,0,0,0
RAJASTHAN,2007,Others (Please Specify),817,68,885
RAJASTHAN,2007,Total,3154,1283,4437
RAJASTHAN,2007,Total Salaried,404,44,448
RAJASTHAN,2007,Total Self-employed,1661,73,1734
RAJASTHAN,2008,House Wife,0,958,958
RAJASTHAN,2008,Service (Government),63,26,89
RAJASTHAN,2008,Service (Private),431,35,466
RAJASTHAN,2008,Public Sector Undertaking,17,2,19
RAJASTHAN,2008,Student,173,69,242
RAJASTHAN,2008,Unemployed,176,31,207
RAJASTHAN,2008,Self-employed (Business activity),234,10,244
RAJASTHAN,2008,Professional Activity,53,0,53
RAJASTHAN,2008,Farming/Agriculture Activity,695,101,796
RAJASTHAN,2008,Others (Please Specify),972,164,1136
RAJASTHAN,2008,Retired Person,13,0,13
RAJASTHAN,2008,Others (Please Specify),775,168,943
RAJASTHAN,2008,Total,3602,1564,5166
RAJASTHAN,2008,Total Salaried,511,63,574
RAJASTHAN,2008,Total Self-employed,1954,275,2229
RAJASTHAN,2009,House Wife,0,1070,1070
RAJASTHAN,2009,Service (Government),36,10,46
RAJASTHAN,2009,Service (Private),522,14,536
RAJASTHAN,2009,Public Sector Undertaking,20,3,23
RAJASTHAN,2009,Student,146,77,223
RAJASTHAN,2009,Unemployed,139,17,156
RAJASTHAN,2009,Self-employed (Business activity),277,6,283
RAJASTHAN,2009,Professional Activity,52,1,53
RAJASTHAN,2009,Farming/Agriculture Activity,775,76,851
RAJASTHAN,2009,Others (Please Specify),902,146,1048
RAJASTHAN,2009,Retired Person,5,1,6
RAJASTHAN,2009,Others (Please Specify),637,133,770
RAJASTHAN,2009,Total,3511,1554,5065
RAJASTHAN,2009,Total Salaried,578,27,605
RAJASTHAN,2009,Total Self-employed,2006,229,2235
RAJASTHAN,2010,House Wife,0,1034,1034
RAJASTHAN,2010,Service (Government),36,6,42
RAJASTHAN,2010,Service (Private),403,28,431
RAJASTHAN,2010,Public Sector Undertaking,34,6,40
RAJASTHAN,2010,Student,144,89,233
RAJASTHAN,2010,Unemployed,172,27,199
RAJASTHAN,2010,Self-employed (Business activity),176,5,181
RAJASTHAN,2010,Professional Activity,61,4,65
RAJASTHAN,2010,Farming/Agriculture Activity,351,39,390
RAJASTHAN,2010,Others (Please Specify),916,95,1011
RAJASTHAN,2010,Retired Person,35,6,41
RAJASTHAN,2010,Others (Please Specify),1037,216,1253
RAJASTHAN,2010,Total,3365,1555,4920
RAJASTHAN,2010,Total Salaried,473,40,513
RAJASTHAN,2010,Total Self-employed,1504,143,1647
RAJASTHAN,2011,House Wife,0,784,784
RAJASTHAN,2011,Service (Government),35,8,43
RAJASTHAN,2011,Service (Private),413,45,458
RAJASTHAN,2011,Public Sector Undertaking,25,5,30
RAJASTHAN,2011,Student,157,79,236
RAJASTHAN,2011,Unemployed,114,14,128
RAJASTHAN,2011,Self-employed (Business activity),161,14,175
RAJASTHAN,2011,Professional Activity,104,1,105
RAJASTHAN,2011,Farming/Agriculture Activity,224,44,268
RAJASTHAN,2011,Others (Please Specify),738,111,849
RAJASTHAN,2011,Retired Person,8,0,8
RAJASTHAN,2011,Others (Please Specify),1037,227,1264
RAJASTHAN,2011,Total,3016,1332,4348
RAJASTHAN,2011,Total Salaried,473,58,531
RAJASTHAN,2011,Total Self-employed,1227,170,1397
RAJASTHAN,2012,House Wife,0,894,894
RAJASTHAN,2012,Service (Government),48,5,53
RAJASTHAN,2012,Service (Private),370,28,398
RAJASTHAN,2012,Public Sector Undertaking,41,3,44
RAJASTHAN,2012,Student,138,102,240
RAJASTHAN,2012,Unemployed,132,43,175
RAJASTHAN,2012,Self-employed (Business activity),165,13,178
RAJASTHAN,2012,Professional Activity,96,1,97
RAJASTHAN,2012,Farming/Agriculture Activity,242,28,270
RAJASTHAN,2012,Others (Please Specify),698,78,776
RAJASTHAN,2012,Retired Person,11,0,11
RAJASTHAN,2012,Others (Please Specify),1286,399,1685
RAJASTHAN,2012,Total,3227,1594,4821
RAJASTHAN,2012,Total Salaried,459,36,495
RAJASTHAN,2012,Total Self-employed,1201,120,1321
SIKKIM,2001,House Wife,0,12,12
SIKKIM,2001,Service (Government),2,3,5
SIKKIM,2001,Service (Private),7,0,7
SIKKIM,2001,Public Sector Undertaking,1,0,1
SIKKIM,2001,Student,1,4,5
SIKKIM,2001,Unemployed,8,4,12
SIKKIM,2001,Self-employed (Business activity),3,0,3
SIKKIM,2001,Professional Activity,8,7,15
SIKKIM,2001,Farming/Agriculture Activity,16,2,18
SIKKIM,2001,Others (Please Specify),16,0,16
SIKKIM,2001,Retired Person,0,0,0
SIKKIM,2001,Others (Please Specify),0,0,0
SIKKIM,2001,Total,62,32,94
SIKKIM,2001,Total Salaried,10,3,13
SIKKIM,2001,Total Self-employed,43,9,52
SIKKIM,2002,House Wife,0,1,1
SIKKIM,2002,Service (Government),0,0,0
SIKKIM,2002,Service (Private),0,0,0
SIKKIM,2002,Public Sector Undertaking,0,0,0
SIKKIM,2002,Student,3,2,5
SIKKIM,2002,Unemployed,10,12,22
SIKKIM,2002,Self-employed (Business activity),3,1,4
SIKKIM,2002,Professional Activity,0,0,0
SIKKIM,2002,Farming/Agriculture Activity,5,3,8
SIKKIM,2002,Others (Please Specify),19,4,23
SIKKIM,2002,Retired Person,3,0,3
SIKKIM,2002,Others (Please Specify),11,1,12
SIKKIM,2002,Total,54,24,78
SIKKIM,2002,Total Salaried,0,0,0
SIKKIM,2002,Total Self-employed,27,8,35
SIKKIM,2003,House Wife,0,21,21
SIKKIM,2003,Service (Government),6,3,9
SIKKIM,2003,Service (Private),13,0,13
SIKKIM,2003,Public Sector Undertaking,0,0,0
SIKKIM,2003,Student,9,1,10
SIKKIM,2003,Unemployed,12,1,13
SIKKIM,2003,Self-employed (Business activity),3,0,3
SIKKIM,2003,Professional Activity,0,0,0
SIKKIM,2003,Farming/Agriculture Activity,20,11,31
SIKKIM,2003,Others (Please Specify),5,0,5
SIKKIM,2003,Retired Person,0,0,0
SIKKIM,2003,Others (Please Specify),0,0,0
SIKKIM,2003,Total,68,37,105
SIKKIM,2003,Total Salaried,19,3,22
SIKKIM,2003,Total Self-employed,28,11,39
SIKKIM,2004,House Wife,0,11,11
SIKKIM,2004,Service (Government),3,0,3
SIKKIM,2004,Service (Private),6,0,6
SIKKIM,2004,Public Sector Undertaking,0,0,0
SIKKIM,2004,Student,0,0,0
SIKKIM,2004,Unemployed,2,4,6
SIKKIM,2004,Self-employed (Business activity),0,0,0
SIKKIM,2004,Professional Activity,6,2,8
SIKKIM,2004,Farming/Agriculture Activity,30,19,49
SIKKIM,2004,Others (Please Specify),5,5,10
SIKKIM,2004,Retired Person,0,0,0
SIKKIM,2004,Others (Please Specify),4,1,5
SIKKIM,2004,Total,56,42,98
SIKKIM,2004,Total Salaried,9,0,9
SIKKIM,2004,Total Self-employed,41,26,67
SIKKIM,2005,House Wife,0,20,20
SIKKIM,2005,Service (Government),2,0,2
SIKKIM,2005,Service (Private),2,3,5
SIKKIM,2005,Public Sector Undertaking,0,0,0
SIKKIM,2005,Student,5,5,10
SIKKIM,2005,Unemployed,4,0,4
SIKKIM,2005,Self-employed (Business activity),0,1,1
SIKKIM,2005,Professional Activity,0,0,0
SIKKIM,2005,Farming/Agriculture Activity,34,7,41
SIKKIM,2005,Others (Please Specify),11,6,17
SIKKIM,2005,Retired Person,0,0,0
SIKKIM,2005,Others (Please Specify),4,5,9
SIKKIM,2005,Total,62,47,109
SIKKIM,2005,Total Salaried,4,3,7
SIKKIM,2005,Total Self-employed,45,14,59
SIKKIM,2006,House Wife,0,15,15
SIKKIM,2006,Service (Government),4,0,4
SIKKIM,2006,Service (Private),13,1,14
SIKKIM,2006,Public Sector Undertaking,0,0,0
SIKKIM,2006,Student,24,15,39
SIKKIM,2006,Unemployed,18,0,18
SIKKIM,2006,Self-employed (Business activity),3,0,3
SIKKIM,2006,Professional Activity,0,0,0
SIKKIM,2006,Farming/Agriculture Activity,27,8,35
SIKKIM,2006,Others (Please Specify),9,8,17
SIKKIM,2006,Retired Person,0,0,0
SIKKIM,2006,Others (Please Specify),0,0,0
SIKKIM,2006,Total,98,47,145
SIKKIM,2006,Total Salaried,17,1,18
SIKKIM,2006,Total Self-employed,39,16,55
SIKKIM,2007,House Wife,0,6,6
SIKKIM,2007,Service (Government),0,0,0
SIKKIM,2007,Service (Private),9,3,12
SIKKIM,2007,Public Sector Undertaking,0,1,1
SIKKIM,2007,Student,5,0,5
SIKKIM,2007,Unemployed,9,2,11
SIKKIM,2007,Self-employed (Business activity),0,0,0
SIKKIM,2007,Professional Activity,0,0,0
SIKKIM,2007,Farming/Agriculture Activity,15,6,21
SIKKIM,2007,Others (Please Specify),30,7,37
SIKKIM,2007,Retired Person,0,0,0
SIKKIM,2007,Others (Please Specify),16,13,29
SIKKIM,2007,Total,84,38,122
SIKKIM,2007,Total Salaried,9,4,13
SIKKIM,2007,Total Self-employed,45,13,58
SIKKIM,2008,House Wife,0,7,7
SIKKIM,2008,Service (Government),0,0,0
SIKKIM,2008,Service (Private),20,8,28
SIKKIM,2008,Public Sector Undertaking,0,6,6
SIKKIM,2008,Student,8,4,12
SIKKIM,2008,Unemployed,36,13,49
SIKKIM,2008,Self-employed (Business activity),0,0,0
SIKKIM,2008,Professional Activity,0,0,0
SIKKIM,2008,Farming/Agriculture Activity,49,11,60
SIKKIM,2008,Others (Please Specify),60,0,60
SIKKIM,2008,Retired Person,0,0,0
SIKKIM,2008,Others (Please Specify),43,22,65
SIKKIM,2008,Total,216,71,287
SIKKIM,2008,Total Salaried,20,14,34
SIKKIM,2008,Total Self-employed,109,11,120
SIKKIM,2009,House Wife,0,8,8
SIKKIM,2009,Service (Government),7,5,12
SIKKIM,2009,Service (Private),13,18,31
SIKKIM,2009,Public Sector Undertaking,11,16,27
SIKKIM,2009,Student,5,2,7
SIKKIM,2009,Unemployed,12,23,35
SIKKIM,2009,Self-employed (Business activity),26,9,35
SIKKIM,2009,Professional Activity,9,14,23
SIKKIM,2009,Farming/Agriculture Activity,14,9,23
SIKKIM,2009,Others (Please Specify),8,5,13
SIKKIM,2009,Retired Person,4,3,7
SIKKIM,2009,Others (Please Specify),13,7,20
SIKKIM,2009,Total,122,119,241
SIKKIM,2009,Total Salaried,31,39,70
SIKKIM,2009,Total Self-employed,57,37,94
SIKKIM,2010,House Wife,0,5,5
SIKKIM,2010,Service (Government),29,6,35
SIKKIM,2010,Service (Private),52,3,55
SIKKIM,2010,Public Sector Undertaking,21,10,31
SIKKIM,2010,Student,2,1,3
SIKKIM,2010,Unemployed,45,7,52
SIKKIM,2010,Self-employed (Business activity),23,1,24
SIKKIM,2010,Professional Activity,21,1,22
SIKKIM,2010,Farming/Agriculture Activity,19,0,19
SIKKIM,2010,Others (Please Specify),7,1,8
SIKKIM,2010,Retired Person,3,2,5
SIKKIM,2010,Others (Please Specify),13,8,21
SIKKIM,2010,Total,235,45,280
SIKKIM,2010,Total Salaried,102,19,121
SIKKIM,2010,Total Self-employed,70,3,73
SIKKIM,2011,House Wife,0,12,12
SIKKIM,2011,Service (Government),12,2,14
SIKKIM,2011,Service (Private),20,11,31
SIKKIM,2011,Public Sector Undertaking,14,4,18
SIKKIM,2011,Student,3,4,7
SIKKIM,2011,Unemployed,17,9,26
SIKKIM,2011,Self-employed (Business activity),6,5,11
SIKKIM,2011,Professional Activity,1,4,5
SIKKIM,2011,Farming/Agriculture Activity,7,5,12
SIKKIM,2011,Others (Please Specify),10,10,20
SIKKIM,2011,Retired Person,2,0,2
SIKKIM,2011,Others (Please Specify),15,11,26
SIKKIM,2011,Total,107,77,184
SIKKIM,2011,Total Salaried,46,17,63
SIKKIM,2011,Total Self-employed,24,24,48
SIKKIM,2012,House Wife,0,22,22
SIKKIM,2012,Service (Government),17,6,23
SIKKIM,2012,Service (Private),14,8,22
SIKKIM,2012,Public Sector Undertaking,8,2,10
SIKKIM,2012,Student,7,13,20
SIKKIM,2012,Unemployed,5,14,19
SIKKIM,2012,Self-employed (Business activity),15,0,15
SIKKIM,2012,Professional Activity,11,0,11
SIKKIM,2012,Farming/Agriculture Activity,10,9,19
SIKKIM,2012,Others (Please Specify),9,11,20
SIKKIM,2012,Retired Person,0,0,0
SIKKIM,2012,Others (Please Specify),0,0,0
SIKKIM,2012,Total,96,85,181
SIKKIM,2012,Total Salaried,39,16,55
SIKKIM,2012,Total Self-employed,45,20,65
TAMIL NADU,2001,House Wife,0,1755,1755
TAMIL NADU,2001,Service (Government),166,67,233
TAMIL NADU,2001,Service (Private),850,234,1084
TAMIL NADU,2001,Public Sector Undertaking,207,98,305
TAMIL NADU,2001,Student,236,168,404
TAMIL NADU,2001,Unemployed,1330,528,1858
TAMIL NADU,2001,Self-employed (Business activity),656,57,713
TAMIL NADU,2001,Professional Activity,294,64,358
TAMIL NADU,2001,Farming/Agriculture Activity,826,159,985
TAMIL NADU,2001,Others (Please Specify),1466,573,2039
TAMIL NADU,2001,Retired Person,44,6,50
TAMIL NADU,2001,Others (Please Specify),1053,453,1506
TAMIL NADU,2001,Total,7128,4162,11290
TAMIL NADU,2001,Total Salaried,1223,399,1622
TAMIL NADU,2001,Total Self-employed,3242,853,4095
TAMIL NADU,2002,House Wife,0,2138,2138
TAMIL NADU,2002,Service (Government),224,127,351
TAMIL NADU,2002,Service (Private),828,287,1115
TAMIL NADU,2002,Public Sector Undertaking,230,96,326
TAMIL NADU,2002,Student,259,215,474
TAMIL NADU,2002,Unemployed,1066,296,1362
TAMIL NADU,2002,Self-employed (Business activity),775,61,836
TAMIL NADU,2002,Professional Activity,127,18,145
TAMIL NADU,2002,Farming/Agriculture Activity,1257,198,1455
TAMIL NADU,2002,Others (Please Specify),1200,446,1646
TAMIL NADU,2002,Retired Person,35,19,54
TAMIL NADU,2002,Others (Please Specify),982,360,1342
TAMIL NADU,2002,Total,6983,4261,11244
TAMIL NADU,2002,Total Salaried,1282,510,1792
TAMIL NADU,2002,Total Self-employed,3359,723,4082
TAMIL NADU,2003,House Wife,0,2068,2068
TAMIL NADU,2003,Service (Government),189,77,266
TAMIL NADU,2003,Service (Private),794,437,1231
TAMIL NADU,2003,Public Sector Undertaking,308,101,409
TAMIL NADU,2003,Student,247,219,466
TAMIL NADU,2003,Unemployed,1468,506,1974
TAMIL NADU,2003,Self-employed (Business activity),700,106,806
TAMIL NADU,2003,Professional Activity,417,79,496
TAMIL NADU,2003,Farming/Agriculture Activity,832,220,1052
TAMIL NADU,2003,Others (Please Specify),1382,377,1759
TAMIL NADU,2003,Retired Person,67,17,84
TAMIL NADU,2003,Others (Please Specify),750,511,1261
TAMIL NADU,2003,Total,7154,4718,11872
TAMIL NADU,2003,Total Salaried,1291,615,1906
TAMIL NADU,2003,Total Self-employed,3331,782,4113
TAMIL NADU,2004,House Wife,0,2112,2112
TAMIL NADU,2004,Service (Government),155,44,199
TAMIL NADU,2004,Service (Private),832,251,1083
TAMIL NADU,2004,Public Sector Undertaking,227,73,300
TAMIL NADU,2004,Student,247,226,473
TAMIL NADU,2004,Unemployed,1241,458,1699
TAMIL NADU,2004,Self-employed (Business activity),812,58,870
TAMIL NADU,2004,Professional Activity,275,57,332
TAMIL NADU,2004,Farming/Agriculture Activity,1297,302,1599
